Travel Destination,Spot / Vendor,Type,Review Count,Link
Jawa Tengah,Gereja Katolik St. Yusuf (Gedangan),pemandangandantengara masukgratis ,44.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d6780981-Reviews-St_Joseph_Church_Gedangan_Church-Semarang_Central_Java_Java.html
Jawa Tengah,Pasar Semawis,tempatbelanja cocokuntukanakanak hargaterjangkau cocokuntukkelompokbesar masukgratis ,256.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d6607682-Reviews-Semawis_Market-Semarang_Central_Java_Java.html
Jawa Tengah,Solo Paragon Mall,tempatbelanja cocokuntukanakanak masukgratis bagussaathujan ,121.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d8489531-Reviews-Solo_Paragon_Mall-Solo_Central_Java_Java.html
Jawa Tengah,Pasar Gede Solo,tempatbelanja ,133.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d3257366-Reviews-Gede_Solo_Market-Solo_Central_Java_Java.html
Jawa Tengah,Paragon Mall,tempatbelanja cocokuntukanakanak masukgratis bagussaathujan ,190.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d5038260-Reviews-Paragon_Mall-Semarang_Central_Java_Java.html
Jawa Tengah,Pasar Triwindu,tempatbelanja masukgratis ,107.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d454096-Reviews-Triwindu_Market-Solo_Central_Java_Java.html
Jawa Tengah,Oemah Batik Lasem,tempatbelanja ,10.0,https://www.tripadvisor.co.id/Attraction_Review-g8721723-d19776245-Reviews-Oemah_Batik_Lasem-Rembang_Central_Java_Java.html
Jawa Tengah,Pasar Klewer,tempatbelanja masukgratis ,145.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d3532394-Reviews-Klewer_Market-Solo_Central_Java_Java.html
Jawa Tengah,Roti Mandarijn,tempatbelanja makanandanminuman ,52.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d8070386-Reviews-Roti_Mandarijn_Orion-Solo_Central_Java_Java.html
Jawa Tengah,The Park,tempatbelanja bagussaathujan ,43.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d11658282-Reviews-The_Park-Solo_Central_Java_Java.html
Jawa Tengah,Pawon Luwak,tempatbelanja ,51.0,https://www.tripadvisor.co.id/Attraction_Review-g790291-d11836046-Reviews-Pawon_Luwak-Borobudur_Magelang_Central_Java_Java.html
Jawa Tengah,Citraland Mall,tempatbelanja ,98.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d8028164-Reviews-Citraland_Mall-Semarang_Central_Java_Java.html
Jawa Tengah,Ria Batik Solo,tempatbelanja ,27.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d10239494-Reviews-Ria_Batik_Solo-Solo_Central_Java_Java.html
Jawa Tengah,Solo Square,tempatbelanja bagussaathujan ,33.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d10815124-Reviews-Solo_Square-Solo_Central_Java_Java.html
Jawa Tengah,Batik Benang Ratu Heritage,tempatbelanja museum ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d21181327-Reviews-Batik_Benang_Ratu_Heritage-Solo_Central_Java_Java.html
Jawa Tengah,Pasar Slumpring,tempatbelanja ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g790289-d19699972-Reviews-Pasar_Slumpring-Tegal_Central_Java_Java.html
Jawa Tengah,Abon Mesran Mistopawiro,tempatbelanja ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d19977587-Reviews-Abon_Mesran_Mistopawiro-Solo_Central_Java_Java.html
Jawa Tengah,Rita Super Mall,tempatbelanja ,22.0,https://www.tripadvisor.co.id/Attraction_Review-g790290-d12287192-Reviews-Rita_Super_Mall-Purwokerto_Central_Java_Java.html
Jawa Tengah,Beteng Trade Center Solo,tempatbelanja bagussaathujan ,29.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d8492284-Reviews-Beteng_Trade_Center_Solo-Solo_Central_Java_Java.html
Jawa Tengah,Solo Grand Mall,tempatbelanja ,28.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d12419979-Reviews-Solo_Grand_Mall-Solo_Central_Java_Java.html
Jawa Tengah,Pusat Batik Internasional,tempatbelanja ,43.0,https://www.tripadvisor.co.id/Attraction_Review-g2040542-d4211361-Reviews-International_Batik_Center-Pekalongan_Central_Java_Java.html
Jawa Tengah,Pusat Grosir Batik Setono,tempatbelanja bagussaathujan ,16.0,https://www.tripadvisor.co.id/Attraction_Review-g2040542-d12017966-Reviews-Pusat_Grosir_Batik_Setono-Pekalongan_Central_Java_Java.html
Jawa Tengah,Telur Asin Tjoa,tempatbelanja ,16.0,https://www.tripadvisor.co.id/Attraction_Review-g6527812-d8822791-Reviews-Telur_Asin_Tjoa-Brebes_Central_Java_Java.html
Jawa Tengah,Borobudur Silver Mungkid,tempatbelanja kursusdansanggar ,7.0,https://www.tripadvisor.co.id/Attraction_Review-g297709-d14790023-Reviews-Borobudur_Silver_Mungkid-Magelang_Central_Java_Java.html
Jawa Tengah,Pusat Grosir Solo ( PGS ),tempatbelanja ,19.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d12653019-Reviews-Pusat_Grosir_Solo_PGS-Solo_Central_Java_Java.html
Jawa Tengah,Galeri Semarang,tempatbelanja museum ,12.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d10341087-Reviews-Semarang_Gallery-Semarang_Central_Java_Java.html
Jawa Tengah,Benang Raja,tempatbelanja ,9.0,https://www.tripadvisor.co.id/Attraction_Review-g1012818-d10725610-Reviews-Benang_Raja-Salatiga_Central_Java_Java.html
Jawa Tengah,Batik Huza,tempatbelanja ,8.0,https://www.tripadvisor.co.id/Attraction_Review-g2040542-d10380072-Reviews-Batik_Huza-Pekalongan_Central_Java_Java.html
Jawa Tengah,Rumah Batik Anto Djamil,tempatbelanja ,9.0,https://www.tripadvisor.co.id/Attraction_Review-g6502019-d9681503-Reviews-Rumah_Batik_Anto_Djamil-Banyumas_Central_Java_Java.html
Jawa Tengah,Pasar Seni Kota Lama,tempatbelanja ,11.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d10541908-Reviews-Old_Town_Art_Market-Semarang_Central_Java_Java.html
Jawa Tengah,Batik Mahkota Laweyan,tempatbelanja kursusdansanggar ,7.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d7104550-Reviews-Batik_Mahkota_Laweyan-Solo_Central_Java_Java.html
Jawa Tengah,Museum Batik Danar Hadi,museum hargaterjangkau cocokuntukkelompokbesar cocokuntukpasangan bagussaathujan ,563.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d2487428-Reviews-Museum_Batik_Danar_Hadi-Solo_Central_Java_Java.html
Jawa Tengah,Museum Kereta Api Ambarawa,museum cocokuntukpasangan ,243.0,https://www.tripadvisor.co.id/Attraction_Review-g1747736-d3398398-Reviews-Ambarawa_Railway_Museum-Ambarawa_Central_Java_Java.html
Jawa Tengah,Museum Prasejarah Sangiran,museum ,161.0,https://www.tripadvisor.co.id/Attraction_Review-g3312574-d320096-Reviews-Sangiran_Museum_and_Early_Man_Site-Sragen_Central_Java_Java.html
Jawa Tengah,Museum Batik Pekalongan,museum cocokuntukanakanak hargaterjangkau bagussaathujan ,94.0,https://www.tripadvisor.co.id/Attraction_Review-g2040542-d3532321-Reviews-Museum_of_Batik_Pekalongan-Pekalongan_Central_Java_Java.html
Jawa Tengah,Museum OHD,museum bagussaathujan ,38.0,https://www.tripadvisor.co.id/Attraction_Review-g297709-d5979200-Reviews-Museum_OHD-Magelang_Central_Java_Java.html
Jawa Tengah,Old City 3D Trick Art Museum,museum cocokuntukanakanak ,45.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d10407230-Reviews-Old_City_3D_Trick_Art_Museum-Semarang_Central_Java_Java.html
Jawa Tengah,Museum Keris,museum ,16.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d12793806-Reviews-Keris_Museum-Solo_Central_Java_Java.html
Jawa Tengah,Tumurun Private Museum,museum ,10.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d17423938-Reviews-Tumurun_Private_Museum-Solo_Central_Java_Java.html
Jawa Tengah,Museum RA Kartini,museum museum bagussaathujan ,31.0,https://www.tripadvisor.co.id/Attraction_Review-g1189712-d6619674-Reviews-Museum_RA_Kartini-Jepara_Central_Java_Java.html
Jawa Tengah,Museum Jenang Kudus,museum ,11.0,https://www.tripadvisor.co.id/Attraction_Review-g1966182-d12558232-Reviews-Kudus_Jenang_Museum-Kudus_Central_Java_Java.html
Jawa Tengah,Pabrik Gula Gondang Winangoen,museum ,19.0,https://www.tripadvisor.co.id/Attraction_Review-g4355635-d4724634-Reviews-Pabrik_Gula_Gondang_Winangoen-Klaten_Central_Java_Java.html
Jawa Tengah,Museum Radya Pustaka,museum bagussaathujan ,50.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d7234907-Reviews-Museum_Radya_Pustaka-Solo_Central_Java_Java.html
Jawa Tengah,Museum Jamu Njonja Meneer,museum ,22.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d4787413-Reviews-Museum_Jamu_Njonja_Meneer-Semarang_Central_Java_Java.html
Jawa Tengah,Museum Ronggowarsito,museum bagussaathujan ,52.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d3668956-Reviews-Museum_Ronggowarsito-Semarang_Central_Java_Java.html
Jawa Tengah,Museum Karst,museum ,12.0,https://www.tripadvisor.co.id/Attraction_Review-g6818905-d7190978-Reviews-Karst_Museum-Wonogiri_Central_Java_Java.html
Jawa Tengah,Museum Diponegoro,museum ,11.0,https://www.tripadvisor.co.id/Attraction_Review-g297709-d7211819-Reviews-Diponegoro_Museum-Magelang_Central_Java_Java.html
Jawa Tengah,Museum Karmawibangga,museum ,13.0,https://www.tripadvisor.co.id/Attraction_Review-g297709-d1584607-Reviews-Museum_Karmawibangga-Magelang_Central_Java_Java.html
Jawa Tengah,Museum Bank Rakyat Indonesia,museum ,7.0,https://www.tripadvisor.co.id/Attraction_Review-g790290-d13199007-Reviews-Museum_Bank_Rakyat_Indonesia-Purwokerto_Central_Java_Java.html
Jawa Tengah,Sanggaluri Park,museum hiburandanpermainan kebunbinatangdanakuarium ,6.0,https://www.tripadvisor.co.id/Attraction_Review-g6215328-d13384213-Reviews-Sanggaluri_Park-Purbalingga_Central_Java_Java.html
Jawa Tengah,Museum Karts Wonogiri,museum ,8.0,https://www.tripadvisor.co.id/Attraction_Review-g6818905-d7190977-Reviews-Museum_Karts_Wonogiri-Wonogiri_Central_Java_Java.html
Jawa Tengah,Museum Kretek,museum ,20.0,https://www.tripadvisor.co.id/Attraction_Review-g1966182-d10270721-Reviews-Museum_Kretek-Kudus_Central_Java_Java.html
Jawa Tengah,Museum Prasejarah Cluster Dayu,museum ,10.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d8449104-Reviews-Cluster_Dayu_Prehistoric_Museum-Solo_Central_Java_Java.html
Jawa Tengah,Museum Pers Nasional,museum ,21.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d10307754-Reviews-National_Press_Museum-Solo_Central_Java_Java.html
Jawa Tengah,The Heritage Palace,museum ,8.0,https://www.tripadvisor.co.id/Attraction_Review-g6368992-d16913954-Reviews-The_Heritage_Palace-Sukoharjo_Central_Java_Java.html
Jawa Tengah,Stasiun Purworejo,museum ,9.0,https://www.tripadvisor.co.id/Attraction_Review-g6215339-d9697031-Reviews-Purworejo_Station-Purworejo_Central_Java_Java.html
Jawa Tengah,Rumah Seni Banyu Bening,museum ,5.0,https://www.tripadvisor.co.id/Attraction_Review-g790291-d9826664-Reviews-Banyu_Bening_Art_House-Borobudur_Magelang_Central_Java_Java.html
Jawa Tengah,Ayun Wellness & Spa,spadankebugaran ,44.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d17690020-Reviews-Ayun_Wellness_Spa-Solo_Central_Java_Java.html
Jawa Tengah,Padma Spa,spadankebugaran ,10.0,https://www.tripadvisor.co.id/Attraction_Review-g790291-d11785609-Reviews-Padma_Spa-Borobudur_Magelang_Central_Java_Java.html
Jawa Tengah,Klinik Nakamura,spadankebugaran ,26.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d4416528-Reviews-Nakamura_Clinik-Solo_Central_Java_Java.html
Jawa Tengah,Kebugaran Solo Spa & Shiatshu,spadankebugaran ,5.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d13964996-Reviews-Kebugaran_Solo_Spa_Shiatshu-Solo_Central_Java_Java.html
Jawa Tengah,NEST Family Reflexology & Spa Laweyan,spadankebugaran ,20.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d8559583-Reviews-NEST_Family_Reflexology_Spa_Laweyan-Solo_Central_Java_Java.html
Jawa Tengah,Nakamura The Healing Touch,spadankebugaran ,4.0,https://www.tripadvisor.co.id/Attraction_Review-g1012818-d11621363-Reviews-Nakamura_The_Healing_Touch_Salatiga-Salatiga_Central_Java_Java.html
Jawa Tengah,Pemandian Air Panas dan Air Terjun Gonoharjo,spadankebugaran ,5.0,https://www.tripadvisor.co.id/Attraction_Review-g3348962-d10296969-Reviews-Gonoharjo_Hot_Spring_and_Waterfall-Kendal_Central_Java_Java.html
Jawa Tengah,Aluna Home Spa,spadankebugaran ,4.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d10523195-Reviews-Aluna_Home_Spa-Semarang_Central_Java_Java.html
Jawa Tengah,YU ZU Tang Reflexology,spadankebugaran ,2.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d8317041-Reviews-YU_ZU_Tang_Reflexology-Semarang_Central_Java_Java.html
Jawa Tengah,Nakamura The Healing Touch Goro Assalam,spadankebugaran ,3.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d11662146-Reviews-Nakamura_The_Healing_Touch_Goro_Assalam-Solo_Central_Java_Java.html
Jawa Tengah,Nakamura,spadankebugaran ,2.0,https://www.tripadvisor.co.id/Attraction_Review-g3218363-d10510622-Reviews-Nakamura-Kartosuro_Central_Java_Java.html
Jawa Tengah,Nakamura The Healing Touch,spadankebugaran ,3.0,https://www.tripadvisor.co.id/Attraction_Review-g6368992-d11613888-Reviews-Nakamura_The_Healing_Touch_Solo_Baru-Sukoharjo_Central_Java_Java.html
Jawa Tengah,D'Qiano Hot Spring Waterpark,spadankebugaran tamanairdantamanhiburan ,6.0,https://www.tripadvisor.co.id/Attraction_Review-g3398745-d12179023-Reviews-D_Qiano_Hot_Spring_Waterpark-Banjarnegara_Central_Java_Java.html
Jawa Tengah,Allegria,spadankebugaran ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d14163050-Reviews-Allegria-Semarang_Central_Java_Java.html
Jawa Tengah,Nakamura Clinic,spadankebugaran spadankebugaran ,5.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d9559332-Reviews-Nakamura_Clinic-Solo_Central_Java_Java.html
Jawa Tengah,Nakamura The Healing Touch,spadankebugaran ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d11965199-Reviews-Nakamura_The_Healing_Touch_Bangkong-Semarang_Central_Java_Java.html
Jawa Tengah,Pemandian Air Panas Tirta Husada,spadankebugaran ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g6527812-d17307033-Reviews-Pemandian_Air_Panas_Tirta_Husada-Brebes_Central_Java_Java.html
Jawa Tengah,Nakamura The Healing Touch,spadankebugaran ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d11621360-Reviews-Nakamura_The_Healing_Touch_Banyumanik-Semarang_Central_Java_Java.html
Jawa Tengah,Spa Hippo Baby & Kids,spadankebugaran ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d6556358-Reviews-Hippo_Baby_Kids_Spa-Semarang_Central_Java_Java.html
Jawa Tengah,Pemandian Air Hangat Kalianget,spadankebugaran ,9.0,https://www.tripadvisor.co.id/Attraction_Review-g1137818-d10312561-Reviews-Kalianget_Hot_Spring-Wonosobo_Central_Java_Java.html
Jawa Tengah,Taman Sari Royal Heritage Spa,spadankebugaran ,3.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d12010432-Reviews-Taman_Sari_Royal_Heritage_Spa-Solo_Central_Java_Java.html
Jawa Tengah,Ayara,spadankebugaran ,2.0,https://www.tripadvisor.co.id/Attraction_Review-g790290-d18922350-Reviews-Ayara-Purwokerto_Central_Java_Java.html
Jawa Tengah,Royal Kedaton Beauty & Spa,spadankebugaran ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d11835853-Reviews-Royal_Kedaton_Beauty_Spa-Solo_Central_Java_Java.html
Jawa Tengah,LuVenda Salon & Spa,spadankebugaran ,4.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d9601709-Reviews-LuVenda_Salon_Spa-Solo_Central_Java_Java.html
Jawa Tengah,Latino Salon & Spa,spadankebugaran ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297709-d17702869-Reviews-Latino_Salon_Spa-Magelang_Central_Java_Java.html
Jawa Tengah,Griya Cantik Sehat Muslimah,spadankebugaran ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g317105-d18966714-Reviews-Griya_Cantik_Sehat_Muslimah-Cilacap_Central_Java_Java.html
Jawa Tengah,X-Points Spa,spadankebugaran ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g6368992-d15850542-Reviews-X_Points_Spa-Sukoharjo_Central_Java_Java.html
Jawa Tengah,Be Blessed Family Massage and Spa,spadankebugaran ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297709-d15522614-Reviews-Be_Blessed_Family_Massage_and_Spa-Magelang_Central_Java_Java.html
Jawa Tengah,Graha Spa,spadankebugaran ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d12378791-Reviews-Graha_Spa-Semarang_Central_Java_Java.html
Jawa Tengah,Mountainleaf Health Resort,hiburandanpermainan ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d19782455-Reviews-Mountainleaf_Health_Resort-Semarang_Central_Java_Java.html
Jawa Tengah,Bukit Sekipan,hiburandanpermainan tamanairdantamanhiburan cocokuntukanakanak ,21.0,https://www.tripadvisor.co.id/Attraction_Review-g3175991-d12562509-Reviews-Sekipan_Hill-Tawangmangu_Central_Java_Java.html
Jawa Tengah,Wisata Apung Kampung Rawa,hiburandanpermainan ,44.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d7317260-Reviews-Wisata_Apung_Kampung_Rawa-Semarang_Central_Java_Java.html
Jawa Tengah,XXI DP Mall,hiburandanpermainan ,13.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d12820947-Reviews-XXI_DP_Mall-Semarang_Central_Java_Java.html
Jawa Tengah,DP Mall,hiburandanpermainan ,13.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d13322499-Reviews-DP_Mall-Semarang_Central_Java_Java.html
Jawa Tengah,Dieng Plateau Theatre,hiburandanpermainan ,23.0,https://www.tripadvisor.co.id/Attraction_Review-g1137819-d10547114-Reviews-Dieng_Plateau_Theatre-Dieng_Central_Java_Java.html
Jawa Tengah,The Park XXI,hiburandanpermainan ,6.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d13810028-Reviews-The_Park_XXI-Solo_Central_Java_Java.html
Jawa Tengah,Rita Park Tegal,hiburandanpermainan ,17.0,https://www.tripadvisor.co.id/Attraction_Review-g790289-d8407958-Reviews-Rita_Park_Tegal-Tegal_Central_Java_Java.html
Jawa Tengah,Lollipop Playland,hiburandanpermainan ,10.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d10500602-Reviews-Lollipop_Playland-Semarang_Central_Java_Java.html
Jawa Tengah,Taman Lalu Lintas Anak Bangsa,hiburandanpermainan ,8.0,https://www.tripadvisor.co.id/Attraction_Review-g790290-d10188561-Reviews-Taman_Lalu_Lintas_Anak_Bangsa-Purwokerto_Central_Java_Java.html
Jawa Tengah,Pemandian Air Alam Muncul,hiburandanpermainan ,9.0,https://www.tripadvisor.co.id/Attraction_Review-g1012818-d10214265-Reviews-Muncul_Spring_Pool-Salatiga_Central_Java_Java.html
Jawa Tengah,Kolam Renang Tirto Argo Siwarak,hiburandanpermainan tamanairdantamanhiburan ,4.0,https://www.tripadvisor.co.id/Attraction_Review-g3207850-d12547332-Reviews-Tirto_Argo_Siwarak_Pool-Ungaran_Central_Java_Java.html
Jawa Tengah,PTPN IX Sentral Park,hiburandanpermainan ,4.0,https://www.tripadvisor.co.id/Attraction_Review-g1189712-d8866486-Reviews-PTPN_IX_Sentral_Park-Jepara_Central_Java_Java.html
Jawa Tengah,Kampung Djowo Sekatul,hiburandanpermainan ,6.0,https://www.tripadvisor.co.id/Attraction_Review-g3348962-d10201946-Reviews-Kampung_Djowo_Sekatul-Kendal_Central_Java_Java.html
Jawa Tengah,CGV Transmart Solo,hiburandanpermainan ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d17844753-Reviews-CGV_Transmart_Solo-Solo_Central_Java_Java.html
Jawa Tengah,Sasana Family Sport Centre,hiburandanpermainan ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g1189712-d17753737-Reviews-Sasana_Family_Sport_Centre-Jepara_Central_Java_Java.html
Jawa Tengah,Tirta Asri Walik,hiburandanpermainan ,3.0,https://www.tripadvisor.co.id/Attraction_Review-g6215328-d12624525-Reviews-Tirta_Asri_Walik-Purbalingga_Central_Java_Java.html
Jawa Tengah,crossworld Paintball,hiburandanpermainan ,3.0,https://www.tripadvisor.co.id/Attraction_Review-g790290-d7927853-Reviews-Crossworld_Paintball-Purwokerto_Central_Java_Java.html
Jawa Tengah,Outdoor activity,hiburandanpermainan kursusdansanggar ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g12956211-d21290839-Reviews-Outdoor_activity-Juwana_Central_Java_Java.html
Jawa Tengah,Wapitt,hiburandanpermainan ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g3576942-d20212160-Reviews-Wapitt_Wisata_Alam_Jumprit_Temanggung-Temanggung_Central_Java_Java.html
Jawa Tengah,Miniatur Kampung Surga,hiburandanpermainan kursusdansanggar ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d20203522-Reviews-Miniatur_Kampung_Surga-Semarang_Central_Java_Java.html
Jawa Tengah,Dosoon,hiburandanpermainan makanandanminuman kursusdansanggar ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g1574417-d18378200-Reviews-Dosoon-Karimun_Jawa_Central_Java_Java.html
Jawa Tengah,Jeng Jeng Semarang,hiburandanpermainan hiburanmalam makanandanminuman kursusdansanggar ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d17888674-Reviews-Jeng_Jeng_Semarang-Semarang_Central_Java_Java.html
Jawa Tengah,Mahar Uang,hiburandanpermainan kursusdansanggar ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g790289-d17784971-Reviews-Mahar_Uang-Tegal_Central_Java_Java.html
Jawa Tengah,Gravity Indoor Trampoline Park,hiburandanpermainan ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d16640208-Reviews-Gravity_Indoor_Trampoline_Park-Semarang_Central_Java_Java.html
Jawa Tengah,Trail Adventures Indonesia,hiburandanpermainan kursusdansanggar ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g1012818-d15233301-Reviews-Trail_Adventures_Indonesia-Salatiga_Central_Java_Java.html
Jawa Tengah,Lucky Strike Bowling,hiburandanpermainan ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d14789674-Reviews-Lucky_Strike_Bowling-Semarang_Central_Java_Java.html
Jawa Tengah,Cinemaxx,hiburandanpermainan ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d14212602-Reviews-Cinemaxx-Semarang_Central_Java_Java.html
Jawa Tengah,Liberty Paintball,hiburandanpermainan ,0.0,https://www.tripadvisor.co.id/Attraction_Review-g3200200-d4351872-Reviews-Liberty_Paintball-Pemalang_Central_Java_Java.html
Jawa Tengah,Owabong,tamanairdantamanhiburan ,41.0,https://www.tripadvisor.co.id/Attraction_Review-g6215328-d4416529-Reviews-Owabong-Purbalingga_Central_Java_Java.html
Jawa Tengah,Saloka Theme Park,tamanairdantamanhiburan ,15.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d15699885-Reviews-Saloka_Theme_Park-Semarang_Central_Java_Java.html
Jawa Tengah,Taman Wisata Pendidikan Purbasari Pancuran Mas,tamanairdantamanhiburan ,28.0,https://www.tripadvisor.co.id/Attraction_Review-g790290-d4698479-Reviews-Taman_Wisata_Pendidikan_Purbasari_Pancuran_Mas-Purwokerto_Central_Java_Java.html
Jawa Tengah,Taman Sriwedari,tamanairdantamanhiburan ,84.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d8445272-Reviews-Sriwedari_Park-Solo_Central_Java_Java.html
Jawa Tengah,Pandawa Water World,tamanairdantamanhiburan ,76.0,https://www.tripadvisor.co.id/Attraction_Review-g297713-d3974844-Reviews-Pandawa_Water_World-Solo_Central_Java_Java.html
Jawa Tengah,Taman Wisata Kopeng,tamanairdantamanhiburan ,27.0,https://www.tripadvisor.co.id/Attraction_Review-g1012818-d8862258-Reviews-Taman_Wisata_Kopeng-Salatiga_Central_Java_Java.html
Jawa Tengah,Jepara Ourland Park,tamanairdantamanhiburan ,14.0,https://www.tripadvisor.co.id/Attraction_Review-g1189712-d10607157-Reviews-Jepara_Ourland_Park-Jepara_Central_Java_Java.html
Jawa Tengah,WaterBlasterID,tamanairdantamanhiburan ,60.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d4810313-Reviews-WaterBlasterID-Semarang_Central_Java_Java.html
Jawa Tengah,Wahana Air Surya Yudha Waterpark,tamanairdantamanhiburan ,21.0,https://www.tripadvisor.co.id/Attraction_Review-g3398745-d4402733-Reviews-Surya_Yudha_WaterPark-Banjarnegara_Central_Java_Java.html
Jawa Tengah,Taman Puri Maerokoco,tamanairdantamanhiburan ,49.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d3295846-Reviews-Taman_Puri_Maerokoco-Semarang_Central_Java_Java.html
Jawa Tengah,Plaplay Indoor Theme Park,tamanairdantamanhiburan ,14.0,https://www.tripadvisor.co.id/Attraction_Review-g297712-d10415080-Reviews-Plaplay_Indoor_Theme_Park-Semarang_Central_Java_Java.html
Jawa Tengah,The Sea Pantai Cahaya,tamanairdantamanhiburan ,13.0,https://www.tripadvisor.co.id/Attraction_Review-g3348962-d8492063-Reviews-The_Sea_Pantai_Cahaya-Kendal_Central_Java_Java.html
Jawa Tengah,Wahana Air Pikatan,tamanairdantamanhiburan ,13.0,https://www.tripadvisor.co.id/Attraction_Review-g3576942-d7736052-Reviews-Pikatan_Waterpark-Temanggung_Central_Java_Java.html
Jawa Tengah,Taman Air Tlatar,tamanairdantamanhiburan ,14.0,https://www.tripadvisor.co.id/Attraction_Review-g6925271-d7368656-Reviews-Taman_Air_Tlatar-Boyolali_Central_Java_Java.html
Jawa Tengah,Kopeng Treetop Adventure Park,tamanairdantamanhiburan ,13.0,https://www.tripadvisor.co.id/Attraction_Review-g1012818-d12778434-Reviews-Kopeng_Treetop_Adventure_Park-Salatiga_Central_Java_Java.html
Jawa Tengah,Objek Wisata Mata Air Cokro,tamanairdantamanhiburan ,1.0,https://www.tripadvisor.co.id/Attraction_Review-g4355635-d15612097-Reviews-Objek_Wisata_Mata_Air_Cokro-Klaten_Central_Java_Java.html
Jawa Tengah,Wonoland,tamanairdantamanhiburan ,2.0,https://www.tripadvisor.co.id/Attraction_Review-g1137818-d14790037-Reviews-Wonoland-Wonosobo_Central_Java_Java.html
