Travel Destination,Checking,Things to Do,Country Name,Location,Review Count
Duhok,Duhok,"['Pemandangan & Tengara (6)', 'Wisata Alam & Taman (4)', 'Tempat Belanja (3)', 'Spa & Kebugaran (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (1)']",Iraq,"Duhok Province, Irak",399
Najaf,Najaf,"['Pemandangan & Tengara (2)', 'Harga terjangkau (2)', 'Masuk Gratis (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']",Iraq,"Najaf Province, Irak",204
Najaf,Najaf,"['Pemandangan & Tengara (2)', 'Harga terjangkau (2)', 'Masuk Gratis (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']",Iraq,"Najaf Province, Irak",204
Karbala,Karbala,"['Pemandangan & Tengara (5)', 'Museum (1)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)']",Iraq,"Karbala Province, Irak",291
Karbala,Karbala,"['Pemandangan & Tengara (5)', 'Museum (1)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)']",Iraq,"Karbala Province, Irak",291
Erbil Province,Erbil Province,"['Wisata Alam & Taman (10)', 'Tempat Belanja (9)', 'Hiburan malam (6)', 'Pemandangan & Tengara (5)', 'Tur (4)', 'Aktivitas Luar Ruangan (4)', 'Museum (3)', 'Makanan & Minuman (2)', 'Hiburan & Permainan (2)', 'Transportasi (2)', 'Taman Air & Taman Hiburan (1)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (8)', 'Cocok untuk Anak-Anak (7)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (3)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Iraq,Irak,6959
Erbil Province,Erbil Province,"['Wisata Alam & Taman (10)', 'Tempat Belanja (9)', 'Hiburan malam (6)', 'Pemandangan & Tengara (5)', 'Tur (4)', 'Aktivitas Luar Ruangan (4)', 'Museum (3)', 'Makanan & Minuman (2)', 'Hiburan & Permainan (2)', 'Transportasi (2)', 'Taman Air & Taman Hiburan (1)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (8)', 'Cocok untuk Anak-Anak (7)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (3)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Iraq,Irak,6959
Basrah,Basrah,"['Pemandangan & Tengara (3)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Iraq,"Basrah Province, Irak",215
Basrah,Basrah,"['Pemandangan & Tengara (3)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Iraq,"Basrah Province, Irak",215
Najaf Province,Najaf Province,"['Pemandangan & Tengara (6)', 'Tur (1)', 'Museum (1)', 'Masuk Gratis (4)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Kelompok Besar (1)']",Iraq,Irak,266
Najaf Province,Najaf Province,"['Pemandangan & Tengara (6)', 'Tur (1)', 'Museum (1)', 'Masuk Gratis (4)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Kelompok Besar (1)']",Iraq,Irak,266
Karbala Province,Karbala Province,"['Pemandangan & Tengara (5)', 'Museum (1)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)']",Iraq,Irak,291
Karbala Province,Karbala Province,"['Pemandangan & Tengara (5)', 'Museum (1)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)']",Iraq,Irak,291
Sulaymaniyah Province,Sulaymaniyah Province,"['Pemandangan & Tengara (15)', 'Wisata Alam & Taman (12)', 'Museum (4)', 'Tempat Belanja (3)', 'Hiburan & Permainan (2)', 'Aktivitas Luar Ruangan (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Pasangan (1)']",Iraq,Irak,1103
Sulaymaniyah Province,Sulaymaniyah Province,"['Pemandangan & Tengara (15)', 'Wisata Alam & Taman (12)', 'Museum (4)', 'Tempat Belanja (3)', 'Hiburan & Permainan (2)', 'Aktivitas Luar Ruangan (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Pasangan (1)']",Iraq,Irak,1103
Baghdad Province,Baghdad Province,"['Pemandangan & Tengara (17)', 'Tempat Belanja (4)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Tur (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (7)', 'Masuk Gratis (7)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Iraq,Irak,1763
Baghdad Province,Baghdad Province,"['Pemandangan & Tengara (17)', 'Tempat Belanja (4)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Tur (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (7)', 'Masuk Gratis (7)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Iraq,Irak,1763
Duhok Province,Duhok Province,"['Pemandangan & Tengara (7)', 'Wisata Alam & Taman (4)', 'Tempat Belanja (3)', 'Spa & Kebugaran (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (3)', 'Cocok untuk Kelompok Besar (1)', 'Bagus Saat Hujan (1)']",Iraq,Irak,429
Duhok Province,Duhok Province,"['Pemandangan & Tengara (7)', 'Wisata Alam & Taman (4)', 'Tempat Belanja (3)', 'Spa & Kebugaran (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (3)', 'Cocok untuk Kelompok Besar (1)', 'Bagus Saat Hujan (1)']",Iraq,Irak,429
Basrah Province,Basrah Province,"['Pemandangan & Tengara (3)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Iraq,Irak,216
Basrah Province,Basrah Province,"['Pemandangan & Tengara (3)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Iraq,Irak,216
Furano,Furano,"['Pemandangan & Tengara (16)', 'Aktivitas Luar Ruangan (13)', 'Tempat Belanja (10)', 'Tur (8)', 'Wisata Alam & Taman (7)', 'Makanan & Minuman (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Sumber Informasi Wisatawan (4)', 'Spa & Kebugaran (3)', 'Kursus & Sanggar (3)', 'Hiburan & Permainan (2)', 'Transportasi (2)', 'Museum (1)', 'Acara (1)', 'Masuk Gratis (10)', 'Cocok untuk Anak-Anak (9)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (6)', 'Harga terjangkau (6)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Lokasi bulan madu (3)', 'Berjiwa petualang (2)']",Japan,"Hokkaido, Jepang",10157
Furano,Furano,"['Pemandangan & Tengara (16)', 'Aktivitas Luar Ruangan (13)', 'Tempat Belanja (10)', 'Tur (8)', 'Wisata Alam & Taman (7)', 'Makanan & Minuman (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Sumber Informasi Wisatawan (4)', 'Spa & Kebugaran (3)', 'Kursus & Sanggar (3)', 'Hiburan & Permainan (2)', 'Transportasi (2)', 'Museum (1)', 'Acara (1)', 'Masuk Gratis (10)', 'Cocok untuk Anak-Anak (9)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (6)', 'Harga terjangkau (6)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Lokasi bulan madu (3)', 'Berjiwa petualang (2)']",Japan,"Hokkaido, Jepang",10157
Nasu-machi,Nasu-machi,"['Pemandangan & Tengara (22)', 'Tempat Belanja (21)', 'Museum (21)', 'Wisata Alam & Taman (20)', 'Aktivitas Luar Ruangan (16)', 'Spa & Kebugaran (11)', 'Tur (5)', 'Kebun Binatang & Akuarium (5)', 'Sumber Informasi Wisatawan (5)', 'Hiburan & Permainan (4)', 'Kursus & Sanggar (3)', 'Taman Air & Taman Hiburan (3)', 'Makanan & Minuman (2)', 'Hiburan malam (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Lihat semua', 'Nasu Onsen (1)', 'Cocok untuk Anak-Anak (15)', 'Masuk Gratis (11)', 'Bagus Saat Hujan (10)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Pasangan (1)']",Japan,"Nasu-gun, Jepang",11766
Nasu-machi,Nasu-machi,"['Pemandangan & Tengara (22)', 'Tempat Belanja (21)', 'Museum (21)', 'Wisata Alam & Taman (20)', 'Aktivitas Luar Ruangan (16)', 'Spa & Kebugaran (11)', 'Tur (5)', 'Kebun Binatang & Akuarium (5)', 'Sumber Informasi Wisatawan (5)', 'Hiburan & Permainan (4)', 'Kursus & Sanggar (3)', 'Taman Air & Taman Hiburan (3)', 'Makanan & Minuman (2)', 'Hiburan malam (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Lihat semua', 'Nasu Onsen (1)', 'Cocok untuk Anak-Anak (15)', 'Masuk Gratis (11)', 'Bagus Saat Hujan (10)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Pasangan (1)']",Japan,"Nasu-gun, Jepang",11766
Koya-cho,Koya-cho,"['Pemandangan & Tengara (58)', 'Tempat Belanja (6)', 'Sumber Informasi Wisatawan (3)', 'Tur (2)', 'Museum (2)', 'Spa & Kebugaran (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Harga terjangkau (14)', 'Bagus Saat Hujan (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (7)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (2)', 'Cocok untuk Anak-Anak (1)']",Japan,"Ito-gun, Jepang",9319
Koya-cho,Koya-cho,"['Pemandangan & Tengara (58)', 'Tempat Belanja (6)', 'Sumber Informasi Wisatawan (3)', 'Tur (2)', 'Museum (2)', 'Spa & Kebugaran (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Harga terjangkau (14)', 'Bagus Saat Hujan (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (7)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (2)', 'Cocok untuk Anak-Anak (1)']",Japan,"Ito-gun, Jepang",9319
Shirahama-cho,Shirahama-cho,"['Spa & Kebugaran (16)', 'Aktivitas Luar Ruangan (15)', 'Wisata Alam & Taman (13)', 'Pemandangan & Tengara (12)', 'Tur (10)', 'Tur dengan Perahu & Olahraga Air (7)', 'Tempat Belanja (6)', 'Museum (5)', 'Hiburan & Permainan (4)', 'Sumber Informasi Wisatawan (4)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Kebun Binatang & Akuarium (3)', 'Transportasi (3)', 'Taman Air & Taman Hiburan (2)', 'Lihat semua', 'Cocok untuk Anak-Anak (8)', 'Harga terjangkau (7)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Kelompok Besar (5)', 'Bagus Saat Hujan (5)', 'Masuk Gratis (4)', 'Lokasi bulan madu (3)', 'Berjiwa petualang (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Japan,"Nishimuro-gun, Jepang",11090
Shirahama-cho,Shirahama-cho,"['Spa & Kebugaran (16)', 'Aktivitas Luar Ruangan (15)', 'Wisata Alam & Taman (13)', 'Pemandangan & Tengara (12)', 'Tur (10)', 'Tur dengan Perahu & Olahraga Air (7)', 'Tempat Belanja (6)', 'Museum (5)', 'Hiburan & Permainan (4)', 'Sumber Informasi Wisatawan (4)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Kebun Binatang & Akuarium (3)', 'Transportasi (3)', 'Taman Air & Taman Hiburan (2)', 'Lihat semua', 'Cocok untuk Anak-Anak (8)', 'Harga terjangkau (7)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Kelompok Besar (5)', 'Bagus Saat Hujan (5)', 'Masuk Gratis (4)', 'Lokasi bulan madu (3)', 'Berjiwa petualang (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Japan,"Nishimuro-gun, Jepang",11090
Asahikawa,Asahikawa,"['Pemandangan & Tengara (37)', 'Hiburan malam (33)', 'Spa & Kebugaran (29)', 'Wisata Alam & Taman (22)', 'Museum (20)', 'Tempat Belanja (18)', 'Aktivitas Luar Ruangan (14)', 'Hiburan & Permainan (8)', 'Transportasi (4)', 'Sumber Informasi Wisatawan (4)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Tur (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Lihat semua', 'Cocok untuk Anak-Anak (13)', 'Masuk Gratis (13)', 'Bagus Saat Hujan (12)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Pasangan (2)']",Japan,"Hokkaido, Jepang",17912
Asahikawa,Asahikawa,"['Pemandangan & Tengara (37)', 'Hiburan malam (33)', 'Spa & Kebugaran (29)', 'Wisata Alam & Taman (22)', 'Museum (20)', 'Tempat Belanja (18)', 'Aktivitas Luar Ruangan (14)', 'Hiburan & Permainan (8)', 'Transportasi (4)', 'Sumber Informasi Wisatawan (4)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Tur (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Lihat semua', 'Cocok untuk Anak-Anak (13)', 'Masuk Gratis (13)', 'Bagus Saat Hujan (12)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Pasangan (2)']",Japan,"Hokkaido, Jepang",17912
Okinawa City,Okinawa City,"['Hiburan malam (17)', 'Tempat Belanja (16)', 'Tur (10)', 'Hiburan & Permainan (10)', 'Aktivitas Luar Ruangan (10)', 'Pemandangan & Tengara (8)', 'Wisata Alam & Taman (7)', 'Museum (6)', 'Tur dengan Perahu & Olahraga Air (4)', 'Makanan & Minuman (3)', 'Spa & Kebugaran (3)', 'Konser & Pertunjukan (3)', 'Taman Air & Taman Hiburan (2)', 'Transportasi (2)', 'Kursus & Sanggar (1)', 'Lihat semua', 'Harga terjangkau (4)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Pasangan (1)']",Japan,"Okinawa Prefecture, Jepang",5802
Okinawa City,Okinawa City,"['Hiburan malam (17)', 'Tempat Belanja (16)', 'Tur (10)', 'Hiburan & Permainan (10)', 'Aktivitas Luar Ruangan (10)', 'Pemandangan & Tengara (8)', 'Wisata Alam & Taman (7)', 'Museum (6)', 'Tur dengan Perahu & Olahraga Air (4)', 'Makanan & Minuman (3)', 'Spa & Kebugaran (3)', 'Konser & Pertunjukan (3)', 'Taman Air & Taman Hiburan (2)', 'Transportasi (2)', 'Kursus & Sanggar (1)', 'Lihat semua', 'Harga terjangkau (4)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Pasangan (1)']",Japan,"Okinawa Prefecture, Jepang",5802
Naha,Naha,"['Tempat Belanja (157)', 'Pemandangan & Tengara (150)', 'Hiburan malam (97)', 'Tur (87)', 'Aktivitas Luar Ruangan (84)', 'Tur dengan Perahu & Olahraga Air (69)', 'Wisata Alam & Taman (33)', 'Hiburan & Permainan (32)', 'Museum (24)', 'Spa & Kebugaran (22)', 'Konser & Pertunjukan (17)', 'Transportasi (17)', 'Sumber Informasi Wisatawan (17)', 'Kursus & Sanggar (15)', 'Makanan & Minuman (12)', 'Lihat semua', 'Harga terjangkau (44)', 'Masuk Gratis (38)', 'Bagus Saat Hujan (33)', 'Cocok untuk Anak-Anak (23)', 'Cocok untuk Kelompok Besar (16)', 'Cocok untuk Pasangan (13)', 'Lokasi bulan madu (5)', 'Berjiwa petualang (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Tempat yang Belum Populer (1)']",Japan,"Okinawa Prefecture, Jepang",106331
Naha,Naha,"['Tempat Belanja (157)', 'Pemandangan & Tengara (150)', 'Hiburan malam (97)', 'Tur (87)', 'Aktivitas Luar Ruangan (84)', 'Tur dengan Perahu & Olahraga Air (69)', 'Wisata Alam & Taman (33)', 'Hiburan & Permainan (32)', 'Museum (24)', 'Spa & Kebugaran (22)', 'Konser & Pertunjukan (17)', 'Transportasi (17)', 'Sumber Informasi Wisatawan (17)', 'Kursus & Sanggar (15)', 'Makanan & Minuman (12)', 'Lihat semua', 'Harga terjangkau (44)', 'Masuk Gratis (38)', 'Bagus Saat Hujan (33)', 'Cocok untuk Anak-Anak (23)', 'Cocok untuk Kelompok Besar (16)', 'Cocok untuk Pasangan (13)', 'Lokasi bulan madu (5)', 'Berjiwa petualang (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Tempat yang Belum Populer (1)']",Japan,"Okinawa Prefecture, Jepang",106331
Ishigaki,Ishigaki,"['Aktivitas Luar Ruangan (157)', 'Tur (139)', 'Tur dengan Perahu & Olahraga Air (123)', 'Pemandangan & Tengara (95)', 'Tempat Belanja (77)', 'Wisata Alam & Taman (38)', 'Kursus & Sanggar (20)', 'Museum (18)', 'Spa & Kebugaran (13)', 'Hiburan & Permainan (9)', 'Makanan & Minuman (8)', 'Hiburan malam (7)', 'Transportasi (7)', 'Sumber Informasi Wisatawan (6)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (34)', 'Masuk Gratis (32)', 'Cocok untuk Anak-Anak (25)', 'Cocok untuk Pasangan (18)', 'Bagus Saat Hujan (18)', 'Cocok untuk Kelompok Besar (13)', 'Lokasi bulan madu (9)', 'Berjiwa petualang (7)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Tempat yang Belum Populer (4)']",Japan,"Okinawa Prefecture, Jepang",49075
Ishigaki,Ishigaki,"['Aktivitas Luar Ruangan (157)', 'Tur (139)', 'Tur dengan Perahu & Olahraga Air (123)', 'Pemandangan & Tengara (95)', 'Tempat Belanja (77)', 'Wisata Alam & Taman (38)', 'Kursus & Sanggar (20)', 'Museum (18)', 'Spa & Kebugaran (13)', 'Hiburan & Permainan (9)', 'Makanan & Minuman (8)', 'Hiburan malam (7)', 'Transportasi (7)', 'Sumber Informasi Wisatawan (6)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (34)', 'Masuk Gratis (32)', 'Cocok untuk Anak-Anak (25)', 'Cocok untuk Pasangan (18)', 'Bagus Saat Hujan (18)', 'Cocok untuk Kelompok Besar (13)', 'Lokasi bulan madu (9)', 'Berjiwa petualang (7)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Tempat yang Belum Populer (4)']",Japan,"Okinawa Prefecture, Jepang",49075
Matsuyama,Matsuyama,"['Pemandangan & Tengara (152)', 'Tempat Belanja (50)', 'Spa & Kebugaran (41)', 'Hiburan malam (40)', 'Museum (31)', 'Wisata Alam & Taman (28)', 'Aktivitas Luar Ruangan (22)', 'Hiburan & Permainan (15)', 'Transportasi (10)', 'Sumber Informasi Wisatawan (9)', 'Makanan & Minuman (7)', 'Tur (6)', 'Konser & Pertunjukan (3)', 'Kursus & Sanggar (2)', 'Taman Air & Taman Hiburan (2)', 'Lihat semua', 'Harga terjangkau (28)', 'Bagus Saat Hujan (21)', 'Cocok untuk Anak-Anak (14)', 'Masuk Gratis (12)', 'Cocok untuk Pasangan (9)', 'Cocok untuk Kelompok Besar (9)']",Japan,"Ehime Prefecture, Jepang",30245
Matsuyama,Matsuyama,"['Pemandangan & Tengara (152)', 'Tempat Belanja (50)', 'Spa & Kebugaran (41)', 'Hiburan malam (40)', 'Museum (31)', 'Wisata Alam & Taman (28)', 'Aktivitas Luar Ruangan (22)', 'Hiburan & Permainan (15)', 'Transportasi (10)', 'Sumber Informasi Wisatawan (9)', 'Makanan & Minuman (7)', 'Tur (6)', 'Konser & Pertunjukan (3)', 'Kursus & Sanggar (2)', 'Taman Air & Taman Hiburan (2)', 'Lihat semua', 'Harga terjangkau (28)', 'Bagus Saat Hujan (21)', 'Cocok untuk Anak-Anak (14)', 'Masuk Gratis (12)', 'Cocok untuk Pasangan (9)', 'Cocok untuk Kelompok Besar (9)']",Japan,"Ehime Prefecture, Jepang",30245
Aomori,Aomori,"['Pemandangan & Tengara (61)', 'Spa & Kebugaran (38)', 'Tempat Belanja (32)', 'Hiburan malam (29)', 'Wisata Alam & Taman (24)', 'Museum (18)', 'Aktivitas Luar Ruangan (15)', 'Tur (12)', 'Sumber Informasi Wisatawan (11)', 'Transportasi (10)', 'Hiburan & Permainan (8)', 'Tur dengan Perahu & Olahraga Air (6)', 'Kursus & Sanggar (5)', 'Makanan & Minuman (2)', 'Konser & Pertunjukan (2)', 'Lihat semua', 'Harga terjangkau (20)', 'Bagus Saat Hujan (20)', 'Masuk Gratis (16)', 'Cocok untuk Anak-Anak (14)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Pasangan (5)', 'Berjiwa petualang (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Japan,"Aomori Prefecture, Jepang",16182
Aomori,Aomori,"['Pemandangan & Tengara (61)', 'Spa & Kebugaran (38)', 'Tempat Belanja (32)', 'Hiburan malam (29)', 'Wisata Alam & Taman (24)', 'Museum (18)', 'Aktivitas Luar Ruangan (15)', 'Tur (12)', 'Sumber Informasi Wisatawan (11)', 'Transportasi (10)', 'Hiburan & Permainan (8)', 'Tur dengan Perahu & Olahraga Air (6)', 'Kursus & Sanggar (5)', 'Makanan & Minuman (2)', 'Konser & Pertunjukan (2)', 'Lihat semua', 'Harga terjangkau (20)', 'Bagus Saat Hujan (20)', 'Masuk Gratis (16)', 'Cocok untuk Anak-Anak (14)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Pasangan (5)', 'Berjiwa petualang (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Japan,"Aomori Prefecture, Jepang",16182
Sendai,Sendai,"['Pemandangan & Tengara (153)', 'Hiburan malam (130)', 'Tempat Belanja (99)', 'Hiburan & Permainan (56)', 'Museum (54)', 'Wisata Alam & Taman (53)', 'Kursus & Sanggar (50)', 'Spa & Kebugaran (26)', 'Aktivitas Luar Ruangan (24)', 'Tur (18)', 'Transportasi (14)', 'Makanan & Minuman (13)', 'Sumber Informasi Wisatawan (10)', 'Tur dengan Perahu & Olahraga Air (7)', 'Taman Air & Taman Hiburan (6)', 'Lihat semua', 'Harga terjangkau (29)', 'Masuk Gratis (28)', 'Bagus Saat Hujan (28)', 'Cocok untuk Anak-Anak (24)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Pasangan (8)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Japan,"Miyagi Prefecture, Jepang",55052
Sendai,Sendai,"['Pemandangan & Tengara (153)', 'Hiburan malam (130)', 'Tempat Belanja (99)', 'Hiburan & Permainan (56)', 'Museum (54)', 'Wisata Alam & Taman (53)', 'Kursus & Sanggar (50)', 'Spa & Kebugaran (26)', 'Aktivitas Luar Ruangan (24)', 'Tur (18)', 'Transportasi (14)', 'Makanan & Minuman (13)', 'Sumber Informasi Wisatawan (10)', 'Tur dengan Perahu & Olahraga Air (7)', 'Taman Air & Taman Hiburan (6)', 'Lihat semua', 'Harga terjangkau (29)', 'Masuk Gratis (28)', 'Bagus Saat Hujan (28)', 'Cocok untuk Anak-Anak (24)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Pasangan (8)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Japan,"Miyagi Prefecture, Jepang",55052
Kyushu-Okinawa,Kyushu-Okinawa,"['Pemandangan & Tengara (3.835)', 'Wisata Alam & Taman (1.676)', 'Tempat Belanja (1.427)', 'Spa & Kebugaran (1.011)', 'Hiburan malam (970)', 'Museum (900)', 'Aktivitas Luar Ruangan (883)', 'Hiburan & Permainan (515)', 'Sumber Informasi Wisatawan (512)', 'Tur (401)', 'Makanan & Minuman (296)', 'Tur dengan Perahu & Olahraga Air (203)', 'Transportasi (192)', 'Kursus & Sanggar (73)', 'Taman Air & Taman Hiburan (64)', 'Lihat semua', 'Hakata Station (3)', 'Beppu Station (1)', 'Nakatsu Station (1)', 'Harga terjangkau (465)', 'Masuk Gratis (409)', 'Cocok untuk Anak-Anak (360)', 'Bagus Saat Hujan (334)', 'Cocok untuk Kelompok Besar (191)', 'Cocok untuk Pasangan (146)', 'Berjiwa petualang (45)', 'Lokasi bulan madu (30)', 'Cocok untuk Penggemar Aktivitas Ekstrem (11)', 'Tempat yang Belum Populer (10)']",Japan,Jepang,559948
