Spot/Vendor,Travel Destination,Spot / Vendor Name,Type,Link,Review Count
Vintage Lounge - Sumatra,Sumatra,Vintage Lounge,['Hiburan malam (27)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d13436829-Reviews-Vintage_Lounge-Medan_North_Sumatra_Sumatra.html,0.0
Zuri Lounge Muara Enim - Sumatra,Sumatra,Zuri Lounge Muara Enim,['Hiburan malam (27)'],https://www.tripadvisor.co.id/Attraction_Review-g6572055-d13174988-Reviews-Zuri_Lounge_Muara_Enim-Muara_Enim_South_Sumatra_Sumatra.html,0.0
The View Music Lounge And Bar - Sumatra,Sumatra,The View Music Lounge And Bar,['Hiburan malam (27)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d12976509-Reviews-The_View_Music_Lounge_And_Bar-Medan_North_Sumatra_Sumatra.html,0.0
The Rendezvous Lobby Lounge - Sumatra,Sumatra,The Rendezvous Lobby Lounge,['Hiburan malam (27)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d12976508-Reviews-The_Rendezvous_Lobby_Lounge-Medan_North_Sumatra_Sumatra.html,0.0
Anggrek Lounge - Sumatra,Sumatra,Anggrek Lounge,['Hiburan malam (27)'],https://www.tripadvisor.co.id/Attraction_Review-g1641690-d12969099-Reviews-Anggrek_Lounge-Dumai_Riau_Province_Sumatra.html,0.0
Brando's Blues Bar - Sumatra,Sumatra,Brando's Blues Bar,['Hiburan malam (27)'],https://www.tripadvisor.co.id/Attraction_Review-g8132644-d8124455-Reviews-Brando_s_Blues_Bar-Tuktuk_Siadong_Samosir_Island_North_Sumatra_Sumatra.html,0.0
Jakabaring Sport Complex - Sumatra,Sumatra,Jakabaring Sport Complex,"['Hiburan & Permainan (24)', 'Masuk Gratis (108)']",https://www.tripadvisor.co.id/Attraction_Review-g608501-d7373637-Reviews-Jakabaring_Sport_Complex-Palembang_South_Sumatra_Sumatra.html,64.0
CGV Cinema Social Market - Sumatra,Sumatra,CGV Cinema Social Market,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d12293334-Reviews-CGV_Cinema_Social_Market-Palembang_South_Sumatra_Sumatra.html,14.0
Lampung Walk - Sumatra,Sumatra,Lampung Walk,"['Hiburan & Permainan (24)', 'Taman Air & Taman Hiburan (21)']",https://www.tripadvisor.co.id/Attraction_Review-g297722-d11855384-Reviews-Lampung_Walk-Bandar_Lampung_Lampung_Sumatra.html,28.0
Kolam Renang Batang Tabik - Sumatra,Sumatra,Kolam Renang Batang Tabik,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g3398689-d9770468-Reviews-Batang_Tabik_Swimming_Pool-Payakumbuh_West_Sumatra_Sumatra.html,5.0
Karaoke Keluarga K2 - Sumatra,Sumatra,Karaoke Keluarga K2,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d3139612-Reviews-K2_Karaoke_Keluarga-Medan_North_Sumatra_Sumatra.html,23.0
Code Breaker - Sumatra,Sumatra,Code Breaker,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d10024509-Reviews-Code_Breaker-Medan_North_Sumatra_Sumatra.html,6.0
Lawang Park - Sumatra,Sumatra,Lawang Park,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g5561641-d6582071-Reviews-Lawang_Park-Agam_West_Sumatra_Sumatra.html,11.0
Holiday 88 - Sumatra,Sumatra,Holiday 88,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g303957-d11961178-Reviews-Holiday_88-Pekanbaru_Riau_Province_Sumatra.html,9.0
The Playground - Sumatra,Sumatra,The Playground,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d14888117-Reviews-The_Playground-Palembang_South_Sumatra_Sumatra.html,2.0
The LoFt - Sumatra,Sumatra,The LoFt,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d14888126-Reviews-The_LoFt-Palembang_South_Sumatra_Sumatra.html,1.0
Tera Gaming Arena - Sumatra,Sumatra,Tera Gaming Arena,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d12895083-Reviews-Tera_Gaming_Arena-Palembang_South_Sumatra_Sumatra.html,1.0
Mutiara Palace Clubhouse - Sumatra,Sumatra,Mutiara Palace Clubhouse,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d11768186-Reviews-Mutiara_Palace_Clubhouse-Medan_North_Sumatra_Sumatra.html,2.0
Shoot - Pool Lounge & Sport Bar - Sumatra,Sumatra,Shoot - Pool Lounge & Sport Bar,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1572273-d2306166-Reviews-Shoot_Pool_Lounge_Sport_Bar-North_Pagai_Mentawai_Islands_West_Sumatra_Sumatra.html,1.0
Cinemaxx - Sumatra,Sumatra,Cinemaxx,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g297724-d12179200-Reviews-Cinemaxx-Jambi_Jambi_Province_Sumatra.html,1.0
Arena Pool n' Cafe - Sumatra,Sumatra,Arena Pool n' Cafe,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g303957-d19842596-Reviews-Arena_Pool_n_Cafe-Pekanbaru_Riau_Province_Sumatra.html,3.0
Komando Paintball & Cafe - Sumatra,Sumatra,Komando Paintball & Cafe,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g297723-d6584178-Reviews-Komando_Paintball_Cafe-Bukittinggi_West_Sumatra_Sumatra.html,1.0
Adventure Bukit Lawang - Sumatra,Sumatra,Adventure Bukit Lawang,"['Hiburan & Permainan (24)', 'Kursus & Sanggar (11)']",https://www.tripadvisor.co.id/Attraction_Review-g680012-d21199200-Reviews-Adventure_Bukit_Lawang-Bukit_Lawang_North_Sumatra_Sumatra.html,0.0
Cinepolis - Sumatra,Sumatra,Cinepolis,['Hiburan & Permainan (24)'],https://www.tripadvisor.co.id/Attraction_Review-g680010-d20202918-Reviews-Cinepolis-Pematangsiantar_North_Sumatra_Sumatra.html,0.0
Alam Mayang - Sumatra,Sumatra,Alam Mayang,"['Taman Air & Taman Hiburan (21)', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)']",https://www.tripadvisor.co.id/Attraction_Review-g303957-d6607230-Reviews-Alam_Mayang-Pekanbaru_Riau_Province_Sumatra.html,78.0
Taman Lembah Hijau Lampung - Sumatra,Sumatra,Taman Lembah Hijau Lampung,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297722-d8317464-Reviews-Taman_Lembah_Hijau_Lampung-Bandar_Lampung_Lampung_Sumatra.html,38.0
Taman Bermain Hillpark Sibolangit - Sumatra,Sumatra,Taman Bermain Hillpark Sibolangit,"['Taman Air & Taman Hiburan (21)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)']",https://www.tripadvisor.co.id/Attraction_Review-g297725-d3138425-Reviews-Hillpark_Sibolangit-Medan_North_Sumatra_Sumatra.html,89.0
Amanzi Waterpark - Sumatra,Sumatra,Amanzi Waterpark,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d8592424-Reviews-Amanzi_Waterpark-Palembang_South_Sumatra_Sumatra.html,27.0
Kuta Malaka Water Boom - Sumatra,Sumatra,Kuta Malaka Water Boom,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g317109-d9696920-Reviews-Kuta_Malaka_Water_Boom-Banda_Aceh_Aceh_Sumatra.html,12.0
Hairos Water Park - Sumatra,Sumatra,Hairos Water Park,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d8591911-Reviews-Hairos_Water_Park-Medan_North_Sumatra_Sumatra.html,23.0
Mifan Water Park & Resort - Sumatra,Sumatra,Mifan Water Park & Resort,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g3475331-d8526998-Reviews-Mifan_Water_Park_Resort-Padang_Panjang_West_Sumatra_Sumatra.html,13.0
Siantar Waterpark - Sumatra,Sumatra,Siantar Waterpark,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g680010-d7364493-Reviews-Siantar_Waterpark-Pematangsiantar_North_Sumatra_Sumatra.html,14.0
Boombara Waterpark - Sumatra,Sumatra,Boombara Waterpark,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g303957-d10510599-Reviews-Boombara_Waterpark-Pekanbaru_Riau_Province_Sumatra.html,24.0
Wisata Merci - Sumatra,Sumatra,Wisata Merci,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d15078954-Reviews-Wisata_Merci-Medan_North_Sumatra_Sumatra.html,5.0
Jambi Paradise - Sumatra,Sumatra,Jambi Paradise,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297724-d13430358-Reviews-Jambi_Paradise-Jambi_Jambi_Province_Sumatra.html,4.0
Pantai Duta Wisata - Sumatra,Sumatra,Pantai Duta Wisata,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297722-d10725508-Reviews-Pantai_Duta_Wisata-Bandar_Lampung_Lampung_Sumatra.html,8.0
Asia Farm Hayday - Sumatra,Sumatra,Asia Farm Hayday,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g303957-d18314433-Reviews-Asia_Farm_Hayday-Pekanbaru_Riau_Province_Sumatra.html,2.0
Wonders Water World - Sumatra,Sumatra,Wonders Water World,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d6599022-Reviews-Wonders_Water_World-Medan_North_Sumatra_Sumatra.html,22.0
Opi Water Fun - Sumatra,Sumatra,Opi Water Fun,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d14011545-Reviews-Opi_Water_Fun-Palembang_South_Sumatra_Sumatra.html,4.0
Slanik Waterpark - Sumatra,Sumatra,Slanik Waterpark,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297722-d12211422-Reviews-Slanik_Waterpark-Bandar_Lampung_Lampung_Sumatra.html,13.0
Taman Air Loebas Wisata - Sumatra,Sumatra,Taman Air Loebas Wisata,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g5561641-d19391914-Reviews-Waterpark_Loebas_Wisata-Agam_West_Sumatra_Sumatra.html,0.0
Arau Mini Waterpark - Sumatra,Sumatra,Arau Mini Waterpark,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g297726-d17886226-Reviews-Arau_Mini_Waterpark-Padang_West_Sumatra_Sumatra.html,0.0
Mata Ie Hillside Adventure & Water Park - Sumatra,Sumatra,Mata Ie Hillside Adventure & Water Park,['Taman Air & Taman Hiburan (21)'],https://www.tripadvisor.co.id/Attraction_Review-g3178772-d14766867-Reviews-Mata_Ie_Hillside_Adventure_Water_Park-Lhonga_Aceh_Sumatra.html,0.0
Baluse nias surfing school - Sumatra,Sumatra,Baluse nias surfing school,['Kursus & Sanggar (11)'],https://www.tripadvisor.co.id/Attraction_Review-g1006017-d20366218-Reviews-Baluse_nias_surfing_school-Nias_Island_North_Sumatra_Sumatra.html,0.0
TIARA TOURS INDONESIA - Sumatra,Sumatra,TIARA TOURS INDONESIA,['Kursus & Sanggar (11)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d15868577-Reviews-TIARA_TOURS_INDONESIA-Medan_North_Sumatra_Sumatra.html,0.0
Taman Hewan Pematang Siantar - Sumatra,Sumatra,Taman Hewan Pematang Siantar,['Kebun Binatang & Akuarium (7)'],https://www.tripadvisor.co.id/Attraction_Review-g680010-d6607395-Reviews-Pematang_Siantar_Zoo-Pematangsiantar_North_Sumatra_Sumatra.html,62.0
Palembang Bird Park - Sumatra,Sumatra,Palembang Bird Park,['Kebun Binatang & Akuarium (7)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d12496084-Reviews-Palembang_Bird_Park-Palembang_South_Sumatra_Sumatra.html,16.0
Kebun Binatang Medan - Sumatra,Sumatra,Kebun Binatang Medan,['Kebun Binatang & Akuarium (7)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d19929595-Reviews-Medan_Zoo-Medan_North_Sumatra_Sumatra.html,1.0
Taman Rimbo Zoo - Sumatra,Sumatra,Taman Rimbo Zoo,['Kebun Binatang & Akuarium (7)'],https://www.tripadvisor.co.id/Attraction_Review-g297724-d12690617-Reviews-Rimbo_Park_Zoo-Jambi_Jambi_Province_Sumatra.html,6.0
Rahmat Zoo & Park - Sumatra,Sumatra,Rahmat Zoo & Park,['Kebun Binatang & Akuarium (7)'],https://www.tripadvisor.co.id/Attraction_Review-g17664101-d17632616-Reviews-Rahmat_Zoo_Park-Bengabing_North_Sumatra_Sumatra.html,1.0
Taman Margasatwa Kasang Kulim - Sumatra,Sumatra,Taman Margasatwa Kasang Kulim,['Kebun Binatang & Akuarium (7)'],https://www.tripadvisor.co.id/Attraction_Review-g303957-d10792426-Reviews-Kasang_Kulim_Zoo-Pekanbaru_Riau_Province_Sumatra.html,12.0
Taman Marga Satwa Budaya Kinantan - Sumatra,Sumatra,Taman Marga Satwa Budaya Kinantan,['Kebun Binatang & Akuarium (7)'],https://www.tripadvisor.co.id/Attraction_Review-g297723-d8121487-Reviews-Wildlife_Cultural_Park_Kinantan-Bukittinggi_West_Sumatra_Sumatra.html,39.0
Airport Railink Services - Sumatra,Sumatra,Airport Railink Services,"['Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Cocok untuk Pasangan (79)', 'Bagus Saat Hujan (53)']",https://www.tripadvisor.co.id/Attraction_Review-g297725-d6598790-Reviews-Airport_Railink_Services-Medan_North_Sumatra_Sumatra.html,1306.0
Kepulauan Mentawai - Sumatra,Sumatra,Kepulauan Mentawai,"['Harga terjangkau (186)', 'Berjiwa petualang (51)']",https://www.tripadvisor.co.id/Attraction_Review-g294231-d446945-Reviews-Mentawai_Islands-Sumatra.html,40.0
Perpustakaan Soeman H.S. - Sumatra,Sumatra,Perpustakaan Soeman H.S.,"['Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Masuk Gratis (108)', 'Bagus Saat Hujan (53)']",https://www.tripadvisor.co.id/Attraction_Review-g303957-d2693573-Reviews-HS_Soeman_Library-Pekanbaru_Riau_Province_Sumatra.html,127.0
Pantai Padang Taplau - Sumatra,Sumatra,Pantai Padang Taplau,"['Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)']",https://www.tripadvisor.co.id/Attraction_Review-g297726-d4724656-Reviews-Pantai_Padang_Taplau-Padang_West_Sumatra_Sumatra.html,220.0
Pulau Pasumpahan - Sumatra,Sumatra,Pulau Pasumpahan,"['Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)']",https://www.tripadvisor.co.id/Attraction_Review-g297726-d8445248-Reviews-Pasumpahan_Island-Padang_West_Sumatra_Sumatra.html,57.0
Masjid Raya Pekanbaru - Sumatra,Sumatra,Masjid Raya Pekanbaru,['Harga terjangkau (186)'],https://www.tripadvisor.co.id/Attraction_Review-g303957-d7255489-Reviews-Pekanbaru_Great_Mosque-Pekanbaru_Riau_Province_Sumatra.html,39.0
Kampung Cina - Sumatra,Sumatra,Kampung Cina,"['Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Masuk Gratis (108)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)']",https://www.tripadvisor.co.id/Attraction_Review-g297726-d6531532-Reviews-China_Town-Padang_West_Sumatra_Sumatra.html,63.0
Pantai Air Manis - Sumatra,Sumatra,Pantai Air Manis,"['Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)']",https://www.tripadvisor.co.id/Attraction_Review-g297726-d2435181-Reviews-Air_Manis_Beach-Padang_West_Sumatra_Sumatra.html,257.0
Pulau Mandeh - Sumatra,Sumatra,Pulau Mandeh,['Cocok untuk Anak-Anak (170)'],https://www.tripadvisor.co.id/Attraction_Review-g297726-d11961343-Reviews-Mandeh_Island-Padang_West_Sumatra_Sumatra.html,28.0
Pantai Tongaci - Sumatra,Sumatra,Pantai Tongaci,['Cocok untuk Anak-Anak (170)'],https://www.tripadvisor.co.id/Attraction_Review-g3561894-d8758078-Reviews-Tongaci_Beach-Sungailiat_Bangka_Belitung_Islands_Sumatra.html,25.0
Muara Takus - Sumatra,Sumatra,Muara Takus,['Cocok untuk Kelompok Besar (139)'],https://www.tripadvisor.co.id/Attraction_Review-g303957-d2366053-Reviews-Muara_Takus-Pekanbaru_Riau_Province_Sumatra.html,44.0
Bukit Holbung - Sumatra,Sumatra,Bukit Holbung,"['Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)']",https://www.tripadvisor.co.id/Attraction_Review-g303958-d12145938-Reviews-Holbung_Hill-Samosir_Island_North_Sumatra_Sumatra.html,18.0
Pulau Kemaro - Sumatra,Sumatra,Pulau Kemaro,"['Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)']",https://www.tripadvisor.co.id/Attraction_Review-g608501-d3195899-Reviews-Kemaro_Island-Palembang_South_Sumatra_Sumatra.html,279.0
Istana Maimun - Sumatra,Sumatra,Istana Maimun,"['Cocok untuk Pasangan (79)', 'Bagus Saat Hujan (53)']",https://www.tripadvisor.co.id/Attraction_Review-g297725-d3219591-Reviews-Maimun_Palace-Medan_North_Sumatra_Sumatra.html,762.0
Pulau Leebong - Sumatra,Sumatra,Pulau Leebong,"['Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']",https://www.tripadvisor.co.id/Attraction_Review-g3737841-d11893558-Reviews-Leebong_Island-Tanjung_Pandan_Belitung_Island_Bangka_Belitung_Islands_Sumatra.html,93.0
Pantai Sari Ringgung - Sumatra,Sumatra,Pantai Sari Ringgung,['Cocok untuk Pasangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g297722-d9582292-Reviews-Sari_Ringgung_Beach-Bandar_Lampung_Lampung_Sumatra.html,120.0
Gua Sarang - Sumatra,Sumatra,Gua Sarang,"['Cocok untuk Pasangan (79)', 'Berjiwa petualang (51)']",https://www.tripadvisor.co.id/Attraction_Review-g2540440-d10296716-Reviews-Gua_Sarang-Sabang_Pulau_Weh_Aceh_Sumatra.html,39.0
Pantai Sungai Suci - Sumatra,Sumatra,Pantai Sungai Suci,['Cocok untuk Pasangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1472388-d8677555-Reviews-Pantai_Sungai_Suci-Bengkulu_Bengkulu_Province_Sumatra.html,30.0
Bukit Indah Simarjarunjung - Sumatra,Sumatra,Bukit Indah Simarjarunjung,"['Cocok untuk Pasangan (79)', 'Tempat yang Belum Populer (28)']",https://www.tripadvisor.co.id/Attraction_Review-g297727-d7793244-Reviews-Indah_Simarjarunjung_Hill-Parapat_North_Sumatra_Sumatra.html,63.0
Taman Nasional Way Kambas - Sumatra,Sumatra,Taman Nasional Way Kambas,['Cocok untuk Penggemar Aktivitas Ekstrem (61)'],https://www.tripadvisor.co.id/Attraction_Review-g2301788-d3279295-Reviews-Way_Kambas_National_Park-Lampung_Sumatra.html,72.0
Gunung Sinabung - Sumatra,Sumatra,Gunung Sinabung,"['Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Berjiwa petualang (51)']",https://www.tripadvisor.co.id/Attraction_Review-g2301775-d3326206-Reviews-Mount_Sinabung-North_Sumatra_Sumatra.html,35.0
Danau Ranau - Sumatra,Sumatra,Danau Ranau,['Cocok untuk Penggemar Aktivitas Ekstrem (61)'],https://www.tripadvisor.co.id/Attraction_Review-g294231-d338411-Reviews-Danau_Ranau-Sumatra.html,22.0
Pulau Pisang - Sumatra,Sumatra,Pulau Pisang,['Cocok untuk Penggemar Aktivitas Ekstrem (61)'],https://www.tripadvisor.co.id/Attraction_Review-g3138249-d7503274-Reviews-Banana_Island-Krui_Lampung_Sumatra.html,33.0
Air Terjun dan Telaga Dua Warna Sibolangit - Sumatra,Sumatra,Air Terjun dan Telaga Dua Warna Sibolangit,['Cocok untuk Penggemar Aktivitas Ekstrem (61)'],https://www.tripadvisor.co.id/Attraction_Review-g15292125-d3831180-Reviews-Two_Colors_Sibolangit_Waterfall-Sibolangit_North_Sumatra_Sumatra.html,68.0
Laguna Dodo - Sumatra,Sumatra,Laguna Dodo,['Cocok untuk Penggemar Aktivitas Ekstrem (61)'],https://www.tripadvisor.co.id/Attraction_Review-g3380109-d8036264-Reviews-Dodo_Lagoon-Tanggamus_Lampung_Sumatra.html,20.0
"Palembang Square Mall, Kota Palembang, Sumatera Selatan - Sumatra",Sumatra,"Palembang Square Mall, Kota Palembang, Sumatera Selatan",['Bagus Saat Hujan (53)'],https://www.tripadvisor.co.id/Attraction_Review-g608501-d8737669-Reviews-Palembang_Square_Mall_Kota_Palembang_Sumatera_Selatan-Palembang_South_Sumatra_Sum.html,36.0
Maha Vihara Maitreya - Sumatra,Sumatra,Maha Vihara Maitreya,['Bagus Saat Hujan (53)'],https://www.tripadvisor.co.id/Attraction_Review-g297725-d6375336-Reviews-Maha_Vihara_Maitreya-Medan_North_Sumatra_Sumatra.html,55.0
Rumah Adat Belitung - Sumatra,Sumatra,Rumah Adat Belitung,['Bagus Saat Hujan (53)'],https://www.tripadvisor.co.id/Attraction_Review-g3737841-d4972784-Reviews-Rumah_Adat_Belitung-Tanjung_Pandan_Belitung_Island_Bangka_Belitung_Islands_Sumat.html,110.0
Taman Nasional Kerinci Seblat - Sumatra,Sumatra,Taman Nasional Kerinci Seblat,['Berjiwa petualang (51)'],https://www.tripadvisor.co.id/Attraction_Review-g2301784-d6607681-Reviews-Kerinci_Seblat_National_Park-West_Sumatra_Sumatra.html,18.0
Elephant Camp - Sumatra,Sumatra,Elephant Camp,['Berjiwa petualang (51)'],https://www.tripadvisor.co.id/Attraction_Review-g10792448-d3767582-Reviews-Elephant_Camp-Tangkahan_North_Sumatra_Sumatra.html,179.0
Pulau Kelayang - Sumatra,Sumatra,Pulau Kelayang,['Tempat yang Belum Populer (28)'],https://www.tripadvisor.co.id/Attraction_Review-g2301790-d11495475-Reviews-Kelayang_Island-Bangka_Belitung_Islands_Sumatra.html,24.0
Pantai Parbaba - Sumatra,Sumatra,Pantai Parbaba,['Tempat yang Belum Populer (28)'],https://www.tripadvisor.co.id/Attraction_Review-g303958-d10542008-Reviews-Parbaba_Beach-Samosir_Island_North_Sumatra_Sumatra.html,32.0
Bukit Peramun - Sumatra,Sumatra,Bukit Peramun,['Tempat yang Belum Populer (28)'],https://www.tripadvisor.co.id/Attraction_Review-g668845-d8797462-Reviews-Bukit_Peramun-Belitung_Island_Bangka_Belitung_Islands_Sumatra.html,19.0
Bali Jungle Trekking - Tur Harian - Singaraja,Singaraja,Bali Jungle Trekking - Tur Harian,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d6584167-Reviews-Bali_Jungle_Trekking_Private_Day_Tours-Singaraja_Buleleng_District_Buleleng_Regen.html,330.0
Bli Gojink Bali Professional Bali Driver - Singaraja,Singaraja,Bli Gojink Bali Professional Bali Driver,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12731066-Reviews-Bli_Gojink_Bali_Professional_Bali_Driver-Singaraja_Buleleng_District_Buleleng_Re.html,55.0
True Scuba - Singaraja,Singaraja,True Scuba,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d6528084-Reviews-True_Scuba-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,67.0
My Lovina Taxi - Singaraja,Singaraja,My Lovina Taxi,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12673868-Reviews-My_Lovina_Taxi-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,154.0
Lovina Private Driver - Singaraja,Singaraja,Lovina Private Driver,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d19593755-Reviews-Lovina_Private_Driver-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,8.0
Handara Golf Course - Singaraja,Singaraja,Handara Golf Course,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d592172-Reviews-Handara_Golf_Course-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,121.0
Orca Dive Clubs Lovina - Singaraja,Singaraja,Orca Dive Clubs Lovina,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d8608313-Reviews-Orca_Dive_Clubs_Lovina-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,31.0
Fiji and sekumful waterfall trekking - Singaraja,Singaraja,Fiji and sekumful waterfall trekking,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d19126025-Reviews-Fiji_and_sekumful_waterfall_trekking-Singaraja_Buleleng_District_Buleleng_Regenc.html,3.0
Lovina Taxi Bali - Singaraja,Singaraja,Lovina Taxi Bali,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d13837237-Reviews-Lovina_Taxi_Bali-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,25.0
Lovina Bali Trans - Singaraja,Singaraja,Lovina Bali Trans,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d8755448-Reviews-Lovina_Bali_Trans-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,25.0
Krisna Water Sports - Singaraja,Singaraja,Krisna Water Sports,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d8806670-Reviews-Krisna_Water_Sports-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,19.0
Baboon dive - Singaraja,Singaraja,Baboon dive,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d19012112-Reviews-Baboon_dive-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,1.0
Galungan Waterfalls Trekking - Singaraja,Singaraja,Galungan Waterfalls Trekking,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d18454709-Reviews-Galungan_Waterfalls_Trekking-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,17.0
Snorkeling menjangan - Singaraja,Singaraja,Snorkeling menjangan,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d12269139-Reviews-Snorkeling_Menjangan-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,28.0
Spice Dive - Singaraja,Singaraja,Spice Dive,['Aktivitas Luar Ruangan (29)'],https://www.tripadvisor.co.id/Attraction_Review-g297699-d6725208-Reviews-Spice_Dive-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,41.0
